Activity Name,Sport Type,start_latlng,elev_high,distance,type,total_elevation_gain,elev_low,start_date,City,State,Country,distance_score,elevation_score,difficulty_score_without_altitude,average_elevation,performance_capacity,Difficulty Score,Distance (miles),Total Elevation Gain (ft),Date
DTE,MountainBikeRide,"(42.366047, -84.088579)",1100.065652,19697.3,root='Ride',275.0,293.0,2020-09-18 19:27:56+00:00,Chelsea,Michigan,US,4.9,1.8,6.7,1030.68,0.992,6.75,12.24,902,09/18/20
Hamburg,Ride,"(42.297238, -83.720607)",1028.8714240000002,69668.2,root='Ride',456.8,236.2,2020-09-17 19:49:55+00:00,Ann Arbor,Michigan,US,10.82,3.0,13.82,901.9,0.992,13.93,43.29,1499,09/17/20
Ann Arbor Local Loop,MountainBikeRide,"(42.297204, -83.720925)",985.89242,34547.2,root='Ride',445.7,231.4,2020-09-14 20:13:29+00:00,Ann Arbor,Michigan,US,8.59,2.92,11.51,872.54,0.992,11.6,21.47,1462,09/14/20
Plymouth + Northville,Ride,"(42.297272, -83.720628)",1028.8714240000002,67346.7,root='Ride',396.7,204.8,2020-09-11 13:23:56+00:00,Ann Arbor,Michigan,US,10.46,2.6,13.06,850.39,0.992,13.17,41.85,1302,09/11/20
Dirt Hammer,GravelRide,"(42.297176, -83.720916)",975.7218159999999,49721.9,root='Ride',429.1,235.1,2020-09-09 20:07:15+00:00,Ann Arbor,Michigan,US,10.3,2.82,13.120000000000001,873.52,0.992,13.23,30.9,1408,09/09/20
Ypsilanti,Ride,"(42.297233, -83.720736)",920.27562,27994.8,root='Ride',188.3,218.6,2020-09-08 21:44:44+00:00,Ann Arbor,Michigan,US,4.35,1.24,5.59,818.73,0.992,5.64,17.4,618,09/08/20
Olson Park,MountainBikeRide,"(42.297594, -83.721074)",944.225752,19419.4,root='Ride',234.4,231.4,2020-09-07 21:07:08+00:00,Ann Arbor,Michigan,US,4.83,1.54,6.37,851.71,0.992,6.42,12.07,769,09/07/20
Chelsea,Ride,"(42.297203, -83.720651)",1053.8058079999998,70572.5,root='Ride',460.0,231.7,2020-09-06 18:20:23+00:00,Ann Arbor,Michigan,US,10.96,3.02,13.98,906.99,0.992,14.09,43.85,1509,09/06/20
DTE,MountainBikeRide,"(42.373888, -84.078651)",1077.099772,27890.3,root='Ride',312.1,289.0,2020-09-03 19:51:15+00:00,Chelsea,Michigan,US,6.93,2.05,8.98,1012.63,0.992,9.05,17.33,1024,09/03/20
Ann Arbor Local Loop,MountainBikeRide,"(42.297495, -83.720787)",942.257248,29642.9,root='Ride',363.2,231.5,2020-09-02 20:42:34+00:00,Ann Arbor,Michigan,US,7.37,2.38,9.75,850.89,0.992,9.83,18.42,1192,09/02/20
Barton Hills,Ride,"(42.297235, -83.720845)",982.61158,39915.5,root='Ride',612.5,235.9,2020-09-01 13:03:52+00:00,Ann Arbor,Michigan,US,6.2,4.02,10.219999999999999,878.28,0.992,10.3,24.8,2010,09/01/20
Olson Park,MountainBikeRide,"(42.297212, -83.720708)",944.225752,19612.5,root='Ride',205.6,246.8,2020-08-31 18:05:19+00:00,Ann Arbor,Michigan,US,4.87,1.35,6.220000000000001,876.97,0.992,6.27,12.19,675,08/31/20
Whitmore Lake,Ride,"(42.297206, -83.720843)",981.6273279999999,44855.9,root='Ride',289.8,246.8,2020-08-30 21:16:38+00:00,Ann Arbor,Michigan,US,6.97,1.9,8.87,895.67,0.992,8.94,27.87,951,08/30/20
DTE,MountainBikeRide,"(42.374351, -84.07776)",1077.099772,21511.2,root='Ride',281.1,289.0,2020-08-29 16:48:31+00:00,Chelsea,Michigan,US,5.35,1.84,7.1899999999999995,1012.63,0.992,7.25,13.37,922,08/29/20
Dexter,Ride,"(42.297219, -83.721182)",982.61158,37360.5,root='Ride',329.1,235.9,2020-08-27 15:20:14+00:00,Ann Arbor,Michigan,US,5.8,2.16,7.96,878.28,0.992,8.02,23.21,1080,08/27/20
Ann Arbor Local Loop,MountainBikeRide,"(42.297228, -83.720799)",985.89242,38788.6,root='Ride',512.0,231.5,2020-08-26 16:01:57+00:00,Ann Arbor,Michigan,US,9.64,3.36,13.0,872.7,0.992,13.1,24.1,1680,08/26/20
Cadillac Pathway,MountainBikeRide,"(44.2671, -85.377571)",1447.506608,17261.6,root='Ride',254.3,381.7,2020-08-23 21:10:59+00:00,Cadillac,Michigan,US,4.29,1.67,5.96,1349.9,0.992,6.01,10.73,834,08/23/20
Manistee River Trail Loop,Hike,"(44.283147, -85.862668)",1124.0157840000002,33262.1,root='Hike',582.5,208.9,2020-08-22 10:44:51+00:00,Baldwin,Michigan,US,20.67,3.82,24.490000000000002,904.69,0.992,24.69,20.67,1911,08/22/20
The Divide,GravelRide,"(44.410313, -85.400178)",1540.026296,48494.4,root='Ride',661.5,344.0,2020-08-21 14:25:40+00:00,Manton,Michigan,US,10.04,4.34,14.379999999999999,1334.32,0.992,14.5,30.13,2170,08/21/20
Dighton + Lucas - CCC,Ride,"(44.217556, -85.408233)",1691.929188,79681.9,root='Ride',798.8,381.3,2020-08-20 20:41:55+00:00,Cadillac,Michigan,US,12.38,5.24,17.62,1471.46,0.992,17.76,49.51,2621,08/20/20
Lake Mitchell + Benson,Ride,"(44.217166, -85.408453)",1430.118156,34295.6,root='Ride',150.3,383.7,2020-08-18 13:48:48+00:00,Cadillac,Michigan,US,5.33,0.99,6.32,1344.49,0.992,6.37,21.31,493,08/18/20
WPT - Tustin,Ride,"(44.217537, -85.408294)",1430.118156,35155.4,root='Ride',150.8,363.7,2020-08-18 11:54:57+00:00,Cadillac,Michigan,US,5.46,0.99,6.45,1311.68,0.992,6.5,21.84,495,08/18/20
Cadillac Pathway,MountainBikeRide,"(44.26729, -85.377538)",1447.506608,29319.6,root='Ride',444.1,381.4,2020-08-17 18:20:45+00:00,Cadillac,Michigan,US,7.29,2.91,10.2,1349.41,0.992,10.28,18.22,1457,08/17/20
Half Marathon with Jess,Run,"(44.237585, -85.454688)",1306.758572,21486.7,root='Run',41.4,391.7,2020-08-16 12:15:39+00:00,Cadillac,Michigan,US,13.35,0.27,13.62,1295.93,0.992,13.73,13.35,136,08/16/20
Falmouth - CCC,Ride,"(44.24781, -85.399823)",1520.341256,80687.7,root='Ride',606.9,351.7,2020-08-13 20:47:44+00:00,Cadillac,Michigan,US,12.53,3.98,16.509999999999998,1337.11,0.992,16.64,50.14,1991,08/13/20
Family Ride,Ride,"(44.217524, -85.408142)",1430.118156,19446.1,root='Ride',102.9,387.1,2020-08-12 22:42:21+00:00,Cadillac,Michigan,US,3.02,0.68,3.7,1350.07,0.992,3.73,12.08,338,08/12/20
Onekama,Ride,"(44.217554, -85.408179)",1430.118156,182832.0,root='Ride',1266.4,178.0,2020-08-11 13:43:41+00:00,Cadillac,Michigan,US,28.4,8.31,36.71,1007.05,0.992,37.01,113.61,4155,08/11/20
Tustin,GravelRide,"(44.217697, -85.408302)",1463.582724,36466.2,root='Ride',339.7,362.6,2020-08-10 14:33:49+00:00,Cadillac,Michigan,US,7.55,2.23,9.78,1326.61,0.992,9.86,22.66,1115,08/10/20
Lake Cadillac,Run,,0.0,16157.8,root='Run',7.3,0.0,2020-08-10 01:30:00+00:00,,,,10.04,0.05,10.09,0.0,1.0,10.09,10.04,24,08/10/20
Cadillac Pathway,MountainBikeRide,"(44.267181, -85.377437)",1447.506608,17594.2,root='Ride',247.6,381.4,2020-08-08 16:58:45+00:00,Cadillac,Michigan,US,4.37,1.62,5.99,1349.41,0.992,6.04,10.93,812,08/08/20
Cadillac Pathway,MountainBikeRide,"(44.267253, -85.377467)",1441.273012,8485.1,root='Ride',145.7,404.4,2020-08-08 14:31:40+00:00,Cadillac,Michigan,US,2.11,0.96,3.07,1384.02,0.992,3.09,5.27,478,08/08/20
Both Lakes,Ride,"(44.217555, -85.408286)",1430.118156,32622.5,root='Ride',97.6,391.6,2020-08-07 12:28:45+00:00,Cadillac,Michigan,US,5.07,0.64,5.71,1357.45,0.992,5.76,20.27,320,08/07/20
Family Ride,Ride,"(44.21756, -85.408251)",1430.118156,11375.3,root='Ride',57.3,394.2,2020-08-05 22:24:25+00:00,Cadillac,Michigan,US,1.77,0.38,2.15,1361.71,0.992,2.17,7.07,188,08/05/20
Leelanau County,Ride,"(44.793535, -85.645689)",1074.4750999999999,106910.0,root='Ride',723.8,177.4,2020-08-04 16:31:18+00:00,Greilickville,Michigan,US,16.61,4.75,21.36,828.25,0.992,21.53,66.43,2375,08/04/20
NCT - Marilla + Red Bridge,MountainBikeRide,"(44.373668, -85.839862)",1124.0157840000002,32872.3,root='Ride',728.8,211.4,2020-08-03 18:02:20+00:00,Beulah,Michigan,US,8.17,4.78,12.95,908.79,0.992,13.05,20.43,2391,08/03/20
Lake Cadillac ,Ride,"(44.217442, -85.408164)",1430.118156,17268.2,root='Ride',75.9,391.6,2020-08-02 23:42:54+00:00,Cadillac,Michigan,US,2.68,0.5,3.18,1357.45,0.992,3.21,10.73,249,08/02/20
Dighton ,Ride,"(44.217569, -85.408184)",1691.929188,44631.6,root='Ride',451.7,363.7,2020-08-02 20:44:43+00:00,Cadillac,Michigan,US,6.93,2.96,9.89,1442.59,0.992,9.97,27.73,1482,08/02/20
County Line,GravelRide,"(44.217506, -85.40825)",1493.766452,37461.6,root='Ride',428.9,372.2,2020-07-31 16:57:42+00:00,Cadillac,Michigan,US,7.76,2.81,10.57,1357.45,0.992,10.66,23.28,1407,07/31/20
Manton - CCC,Ride,"(44.217467, -85.408211)",1498.359628,80546.5,root='Ride',644.2,332.8,2020-07-30 20:49:20+00:00,Cadillac,Michigan,US,12.51,4.23,16.740000000000002,1295.11,0.992,16.88,50.05,2114,07/30/20
Cadillac Pathway,MountainBikeRide,"(44.267533, -85.377587)",1447.506608,17661.1,root='Ride',255.5,381.4,2020-07-29 13:22:42+00:00,Cadillac,Michigan,US,4.39,1.68,6.069999999999999,1349.41,0.992,6.12,10.97,838,07/29/20
Manton + Ina,Ride,"(44.217554, -85.408165)",1512.46724,121497.0,root='Ride',1136.9,332.8,2020-07-28 12:46:17+00:00,Cadillac,Michigan,US,18.87,7.46,26.330000000000002,1302.17,0.992,26.54,75.49,3730,07/28/20
County Line + Tustin,Ride,"(44.217476, -85.408234)",1446.194272,52621.0,root='Ride',432.0,357.2,2020-07-27 13:38:52+00:00,Cadillac,Michigan,US,8.17,2.83,11.0,1309.06,0.992,11.09,32.7,1417,07/27/20
Lake Cadillac,Ride,"(44.217561, -85.40821)",1430.118156,16574.6,root='Ride',69.0,392.2,2020-07-26 14:58:39+00:00,Cadillac,Michigan,US,2.57,0.45,3.02,1358.43,0.992,3.04,10.3,226,07/26/20
Big M Challenge,MountainBikeRide,"(44.192142, -86.0666)",1006.561712,28602.3,root='Ride',430.7,226.7,2020-07-25 13:52:56+00:00,Manistee,Michigan,US,7.11,2.83,9.940000000000001,875.16,0.992,10.02,17.77,1413,07/25/20
Cadillac Pathway,MountainBikeRide,"(44.267138, -85.37733)",1447.506608,17661.7,root='Ride',251.5,381.4,2020-07-23 21:08:15+00:00,Cadillac,Michigan,US,4.39,1.65,6.039999999999999,1349.41,0.992,6.09,10.97,825,07/23/20
Cadillac Pathway,MountainBikeRide,"(44.267318, -85.3776)",1447.506608,17576.1,root='Ride',248.6,381.4,2020-07-22 17:24:47+00:00,Cadillac,Michigan,US,4.37,1.63,6.0,1349.41,0.992,6.05,10.92,816,07/22/20
TNR - Old Mission Peninsula,Ride,"(44.769362, -85.588611)",780.511836,71408.3,root='Ride',359.3,177.7,2020-07-21 21:11:22+00:00,Traverse City,Michigan,US,11.09,2.36,13.45,681.76,0.992,13.56,44.37,1179,07/21/20
Cadillac Pathway,MountainBikeRide,"(44.267352, -85.378179)",1447.506608,17833.0,root='Ride',258.8,381.4,2020-07-20 17:38:17+00:00,Cadillac,Michigan,US,4.43,1.7,6.13,1349.41,0.992,6.18,11.08,849,07/20/20
Lake Cadillac,Ride,"(44.217521, -85.408207)",1430.118156,16536.8,root='Ride',60.2,392.2,2020-07-18 12:26:28+00:00,Cadillac,Michigan,US,2.57,0.4,2.9699999999999998,1358.43,0.992,2.99,10.28,198,07/18/20
Bristol + Tustin - CCC,Ride,"(44.217556, -85.408224)",1430.118156,98346.1,root='Ride',865.9,317.1,2020-07-16 20:44:55+00:00,Cadillac,Michigan,US,15.28,5.68,20.96,1235.24,0.992,21.13,61.11,2841,07/16/20
Both Lakes,Ride,"(44.217593, -85.408263)",1430.118156,35004.9,root='Ride',115.8,391.7,2020-07-15 15:41:43+00:00,Cadillac,Michigan,US,5.44,0.76,6.2,1357.61,0.992,6.25,21.75,380,07/15/20
Arcadia Dunes,MountainBikeRide,"(44.526072, -86.214568)",1023.62208,31806.9,root='Ride',604.9,264.8,2020-07-14 14:29:43+00:00,Frankfort,Michigan,US,7.91,3.97,11.88,946.19,0.992,11.98,19.76,1985,07/14/20
Cadillac Pathway,MountainBikeRide,"(44.267263, -85.377393)",1447.506608,17339.3,root='Ride',248.4,381.4,2020-07-13 17:07:21+00:00,Cadillac,Michigan,US,4.31,1.63,5.9399999999999995,1349.41,0.992,5.99,10.77,815,07/13/20
Luther + Harrietta ,Ride,"(44.21747, -85.408253)",1430.118156,119046.0,root='Ride',1046.3,285.7,2020-07-12 13:12:03+00:00,Cadillac,Michigan,US,18.49,6.87,25.36,1183.73,0.992,25.56,73.97,3433,07/12/20
Lake Cadillac + Mack Trail Hill Laps ,Ride,"(44.217553, -85.4083)",1450.13128,24999.0,root='Ride',207.2,391.6,2020-07-09 20:32:14+00:00,Cadillac,Michigan,US,3.88,1.36,5.24,1367.45,0.992,5.28,15.53,680,07/09/20
Both Lakes,Ride,"(44.21758, -85.408208)",1430.118156,32792.8,root='Ride',97.3,391.6,2020-07-08 23:14:48+00:00,Cadillac,Michigan,US,5.09,0.64,5.7299999999999995,1357.45,0.992,5.78,20.38,319,07/08/20
Cadillac Pathway,MountainBikeRide,"(44.267121, -85.377617)",1447.506608,17522.2,root='Ride',248.2,381.4,2020-07-06 11:38:19+00:00,Cadillac,Michigan,US,4.36,1.63,5.99,1349.41,0.992,6.04,10.89,814,07/06/20
County Line,Ride,"(44.217546, -85.40828)",1446.194272,25674.3,root='Ride',211.0,381.3,2020-07-05 18:36:30+00:00,Cadillac,Michigan,US,3.99,1.38,5.37,1348.59,0.992,5.41,15.95,692,07/05/20
Lucas + McBain - CCC,Ride,"(44.2175, -85.408177)",1505.249392,66567.6,root='Ride',555.0,359.1,2020-07-02 20:45:36+00:00,Cadillac,Michigan,US,10.34,3.64,13.98,1341.7,0.992,14.09,41.36,1821,07/02/20
Lake Mitchell,Ride,"(44.217549, -85.408144)",1430.118156,28279.1,root='Ride',80.4,391.7,2020-07-01 19:28:14+00:00,Cadillac,Michigan,US,4.39,0.53,4.92,1357.61,0.992,4.96,17.57,264,07/01/20
Cadillac Pathway,MountainBikeRide,"(44.267247, -85.377696)",1447.506608,17791.3,root='Ride',252.2,381.4,2020-06-29 13:09:40+00:00,Cadillac,Michigan,US,4.42,1.65,6.07,1349.41,0.992,6.12,11.05,827,06/29/20
Dighton,Ride,"(44.217457, -85.408412)",1691.929188,53526.9,root='Ride',566.2,380.7,2020-06-28 12:32:52+00:00,Cadillac,Michigan,US,8.32,3.72,12.040000000000001,1470.47,0.992,12.14,33.26,1858,06/28/20
Cadillac Pathway,MountainBikeRide,"(44.267182, -85.378021)",1447.506608,17410.7,root='Ride',252.3,381.4,2020-06-27 17:59:01+00:00,Cadillac,Michigan,US,4.33,1.66,5.99,1349.41,0.992,6.04,10.82,828,06/27/20
Harrietta + Hoxeyville - CCC,Ride,"(44.233732, -85.456397)",1421.587972,83835.3,root='Ride',569.7,331.7,2020-06-25 20:47:03+00:00,Cadillac,Michigan,US,13.02,3.74,16.759999999999998,1254.92,0.992,16.9,52.09,1869,06/25/20
Glacial Hills,MountainBikeRide,"(44.990601, -85.255386)",939.96066,30992.9,root='Ride',376.1,197.1,2020-06-24 14:42:29+00:00,Bellaire,Michigan,US,7.7,2.47,10.17,793.31,0.992,10.25,19.26,1234,06/24/20
Both Lakes,Ride,"(44.217514, -85.408114)",1430.118156,36283.4,root='Ride',115.5,391.7,2020-06-23 21:38:18+00:00,Cadillac,Michigan,US,5.64,0.76,6.3999999999999995,1357.61,0.992,6.45,22.55,379,06/23/20
VASA,MountainBikeRide,"(44.701768, -85.483272)",975.065648,35944.4,root='Ride',325.4,239.8,2020-06-22 15:51:49+00:00,Kingsley,Michigan,US,8.93,2.14,11.07,880.91,0.992,11.16,22.33,1068,06/22/20
Both Lakes,Ride,"(44.217424, -85.408245)",1430.118156,32472.7,root='Ride',98.2,391.7,2020-06-21 18:18:59+00:00,Cadillac,Michigan,US,5.04,0.64,5.68,1357.61,0.992,5.73,20.18,322,06/21/20
Cadillac Pathway,MountainBikeRide,"(44.267413, -85.376954)",1447.506608,28406.6,root='Ride',434.9,381.4,2020-06-19 16:23:27+00:00,Cadillac,Michigan,US,7.06,2.85,9.91,1349.41,0.992,9.99,17.65,1427,06/19/20
County Line,Ride,"(44.217576, -85.408208)",1446.194272,25008.0,root='Ride',216.0,375.0,2020-06-15 22:54:08+00:00,Cadillac,Michigan,US,3.88,1.42,5.3,1338.25,0.992,5.34,15.54,709,06/15/20
Both Lakes,Ride,"(44.217425, -85.408267)",1430.118156,32127.2,root='Ride',84.2,391.7,2020-06-14 21:07:48+00:00,Cadillac,Michigan,US,4.99,0.55,5.54,1357.61,0.992,5.58,19.96,276,06/14/20
Cadillac Pathway,MountainBikeRide,"(44.267283, -85.378114)",1447.506608,22576.6,root='Ride',378.2,402.7,2020-06-12 13:54:05+00:00,Cadillac,Michigan,US,5.61,2.48,8.09,1384.35,0.992,8.16,14.03,1241,06/12/20
Dighton Finisher - CCC,Ride,"(44.075611, -85.365803)",1691.929188,24269.8,root='Ride',288.9,389.1,2020-06-11 22:56:12+00:00,Cadillac,Michigan,US,3.77,1.9,5.67,1484.25,0.992,5.72,15.08,948,06/11/20
Dighton Fail - CCC,Ride,"(44.247895, -85.400089)",1411.7454520000001,40936.3,root='Ride',372.6,357.2,2020-06-11 20:59:12+00:00,Cadillac,Michigan,US,6.36,2.44,8.8,1291.83,0.992,8.87,25.44,1222,06/11/20
Cadillac Pathway,MountainBikeRide,"(44.267109, -85.378147)",1447.506608,17905.7,root='Ride',257.2,381.7,2020-06-10 19:10:58+00:00,Cadillac,Michigan,US,4.45,1.69,6.140000000000001,1349.9,0.992,6.19,11.13,844,06/10/20
Cadillac Pathway,MountainBikeRide,"(44.21758, -85.408262)",1520.341256,35406.3,root='Ride',456.1,381.4,2020-06-08 17:28:59+00:00,Cadillac,Michigan,US,8.8,2.99,11.790000000000001,1385.83,0.992,11.89,22.0,1496,06/08/20
WPT - Reed City,Ride,"(44.217447, -85.408134)",1430.118156,103388.0,root='Ride',322.5,312.8,2020-06-07 13:38:47+00:00,Cadillac,Michigan,US,16.06,2.12,18.18,1228.18,0.992,18.33,64.24,1058,06/07/20
Cadillac Pathway,MountainBikeRide,"(44.267303, -85.377642)",1447.506608,29488.8,root='Ride',445.7,381.4,2020-06-06 14:51:01+00:00,Cadillac,Michigan,US,7.33,2.92,10.25,1349.41,0.992,10.33,18.32,1462,06/06/20
Cadillac Pathway,MountainBikeRide,"(44.267109, -85.377734)",1447.506608,17459.6,root='Ride',252.3,381.4,2020-06-05 19:34:15+00:00,Cadillac,Michigan,US,4.34,1.66,6.0,1349.41,0.992,6.05,10.85,828,06/05/20
Meauwataka - CCC,Ride,"(44.217687, -85.408221)",1512.46724,72632.5,root='Ride',400.5,391.7,2020-06-04 20:43:25+00:00,Cadillac,Michigan,US,11.28,2.63,13.91,1398.79,0.992,14.02,45.13,1314,06/04/20
Cadillac Pathway,MountainBikeRide,"(44.267459, -85.377993)",1444.225768,18088.8,root='Ride',231.5,381.0,2020-06-03 18:34:28+00:00,Cadillac,Michigan,US,4.5,1.52,6.02,1347.11,0.992,6.07,11.24,760,06/03/20
WPT - Tustin,Ride,"(44.217536, -85.408254)",1429.790072,35172.9,root='Ride',169.0,363.6,2020-06-02 19:38:41+00:00,Cadillac,Michigan,US,5.46,1.11,6.57,1311.35,0.992,6.62,21.86,554,06/02/20
Cadillac Pathway,MountainBikeRide,"(44.267223, -85.377565)",1444.225768,17510.8,root='Ride',217.5,382.3,2020-06-01 18:42:25+00:00,Cadillac,Michigan,US,4.35,1.43,5.779999999999999,1349.25,0.992,5.83,10.88,714,06/01/20
Boon,Ride,"(44.217489, -85.408096)",1429.790072,45410.1,root='Ride',160.0,391.6,2020-05-31 22:38:08+00:00,Cadillac,Michigan,US,7.05,1.05,8.1,1357.28,0.992,8.17,28.22,525,05/31/20
Mack Trail Hill Laps ,Ride,"(44.217587, -85.408196)",1447.506608,28069.6,root='Ride',358.6,401.9,2020-05-30 14:06:04+00:00,Cadillac,Michigan,US,4.36,2.35,6.710000000000001,1383.04,0.992,6.76,17.44,1177,05/30/20
VASA ST w/ sis,MountainBikeRide,"(44.701791, -85.483367)",951.4436,9074.3,root='Ride',25.5,281.6,2020-05-29 20:33:08+00:00,Kingsley,Michigan,US,2.26,0.17,2.4299999999999997,937.66,0.992,2.45,5.64,84,05/29/20
VASA,MountainBikeRide,"(44.70176, -85.483262)",977.69032,39241.8,root='Ride',292.5,241.5,2020-05-29 17:48:06+00:00,Kingsley,Michigan,US,9.75,1.92,11.67,885.01,0.992,11.76,24.38,960,05/29/20
Cadillac Pathway,MountainBikeRide,"(44.267268, -85.378213)",1447.506608,24848.5,root='Ride',379.5,381.4,2020-05-26 12:29:50+00:00,Cadillac,Michigan,US,6.18,2.49,8.67,1349.41,0.992,8.74,15.44,1245,05/26/20
Dighton,Ride,"(44.217578, -85.408122)",1691.929188,44438.6,root='Ride',529.8,382.3,2020-05-25 14:50:02+00:00,Cadillac,Michigan,US,6.9,3.48,10.38,1473.1,0.992,10.46,27.61,1738,05/25/20
Lake Cadillac,Ride,"(44.217536, -85.408151)",1430.118156,16119.2,root='Ride',60.1,392.2,2020-05-24 14:25:14+00:00,Cadillac,Michigan,US,2.5,0.39,2.89,1358.43,0.992,2.91,10.02,197,05/24/20
Cadillac Pathway,MountainBikeRide,"(44.267138, -85.377804)",1447.506608,45939.7,root='Ride',678.9,381.4,2020-05-23 15:52:03+00:00,Cadillac,Michigan,US,11.42,4.45,15.870000000000001,1349.41,0.992,16.0,28.55,2227,05/23/20
Both Lakes,Ride,"(44.216836, -85.408425)",1430.118156,32189.8,root='Ride',85.5,391.7,2020-05-21 19:41:56+00:00,Cadillac,Michigan,US,5.0,0.56,5.5600000000000005,1357.61,0.992,5.6,20.0,281,05/21/20
WPT - Ashton + Both Lakes,Ride,"(44.217482, -85.408163)",1430.118156,97914.4,root='Ride',280.5,354.9,2020-05-20 15:30:53+00:00,Cadillac,Michigan,US,15.21,1.84,17.05,1297.24,0.992,17.19,60.84,920,05/20/20
Cadillac Pathway,MountainBikeRide,"(44.267277, -85.377576)",1447.506608,17560.3,root='Ride',252.0,381.4,2020-05-19 14:13:12+00:00,Cadillac,Michigan,US,4.36,1.65,6.01,1349.41,0.992,6.06,10.91,827,05/19/20
Ice Cream,Ride,"(44.217424, -85.408223)",1430.118156,11143.7,root='Ride',53.6,392.7,2020-05-16 22:49:17+00:00,Cadillac,Michigan,US,1.73,0.35,2.08,1359.25,0.992,2.1,6.92,176,05/16/20
Big M,MountainBikeRide,"(44.192961, -86.066022)",1006.561712,27886.9,root='Ride',420.3,226.7,2020-05-16 15:49:43+00:00,Manistee,Michigan,US,6.93,2.76,9.69,875.16,0.992,9.77,17.33,1379,05/16/20
Tustin,Ride,"(44.217582, -85.408049)",1446.194272,41956.4,root='Ride',329.4,357.2,2020-05-15 16:05:49+00:00,Cadillac,Michigan,US,6.52,2.16,8.68,1309.06,0.992,8.75,26.07,1081,05/15/20
McBain + Dighton ,Ride,"(44.217566, -85.408169)",1697.506616,70185.1,root='Ride',572.2,352.4,2020-05-13 17:17:28+00:00,Cadillac,Michigan,US,10.9,3.75,14.65,1426.84,0.992,14.77,43.61,1877,05/13/20
Lake Cadillac,Ride,"(44.217139, -85.408586)",1429.790072,17394.4,root='Ride',59.0,392.1,2020-05-12 20:21:55+00:00,Cadillac,Michigan,US,2.7,0.39,3.0900000000000003,1358.1,0.992,3.11,10.81,194,05/12/20
Cadillac Pathway,MountainBikeRide,"(44.267207, -85.377679)",1444.225768,35722.3,root='Ride',452.4,381.0,2020-05-11 19:19:27+00:00,Cadillac,Michigan,US,8.88,2.97,11.850000000000001,1347.11,0.992,11.95,22.2,1484,05/11/20
Cadillac Pathway,MountainBikeRide,"(44.267226, -85.37763)",1444.225768,17481.8,root='Ride',218.7,381.0,2020-05-09 19:12:13+00:00,Cadillac,Michigan,US,4.35,1.44,5.789999999999999,1347.11,0.992,5.84,10.86,718,05/09/20
Harrietta + Hoxeyville,Ride,"(44.217515, -85.408133)",1429.790072,83604.9,root='Ride',503.1,332.7,2020-05-06 18:04:25+00:00,Cadillac,Michigan,US,12.99,3.3,16.29,1260.66,0.992,16.42,51.95,1651,05/06/20
Both Lakes ,Ride,"(44.217664, -85.408329)",1429.790072,32130.3,root='Ride',65.5,391.6,2020-05-05 22:48:30+00:00,Cadillac,Michigan,US,4.99,0.43,5.42,1357.28,0.992,5.46,19.96,215,05/05/20
Cadillac Pathway,MountainBikeRide,"(44.267408, -85.378027)",1444.225768,17467.5,root='Ride',222.1,381.0,2020-05-03 19:47:22+00:00,Cadillac,Michigan,US,4.34,1.46,5.8,1347.11,0.992,5.85,10.85,729,05/03/20
Boon,Ride,"(44.217573, -85.408085)",1429.790072,55137.6,root='Ride',153.3,391.6,2020-05-02 18:40:41+00:00,Cadillac,Michigan,US,8.57,1.01,9.58,1357.28,0.992,9.66,34.26,503,05/02/20
Big M,MountainBikeRide,"(44.192662, -86.066696)",1005.2493759999999,28855.4,root='Ride',388.5,215.0,2020-05-01 17:37:51+00:00,Manistee,Michigan,US,7.17,2.55,9.719999999999999,855.31,0.992,9.8,17.93,1275,05/01/20
Mackinaw Trail,Run,,0.0,13148.3,root='Run',115.5,0.0,2020-04-28 01:20:00+00:00,,,,8.17,0.76,8.93,0.0,1.0,8.93,8.17,379,04/28/20
Both Lakes,Ride,"(44.217587, -85.408374)",1429.790072,32066.8,root='Ride',72.3,391.6,2020-04-26 17:51:32+00:00,Cadillac,Michigan,US,4.98,0.47,5.45,1357.28,0.992,5.49,19.93,237,04/26/20
Cadillac Pathway,MountainBikeRide,"(44.267364, -85.376635)",1444.225768,17484.1,root='Ride',218.6,381.0,2020-04-25 19:31:30+00:00,Cadillac,Michigan,US,4.35,1.43,5.779999999999999,1347.11,0.992,5.83,10.86,717,04/25/20
Meauwataka,Ride,"(44.217499, -85.40819)",1518.372752,61610.8,root='Ride',262.4,391.7,2020-04-24 19:22:42+00:00,Cadillac,Michigan,US,9.57,1.72,11.290000000000001,1401.74,0.992,11.38,38.28,861,04/24/20
Lake Cadillac,Run,,0.0,12955.2,root='Run',20.1,0.0,2020-04-21 01:20:00+00:00,,,,8.05,0.13,8.180000000000001,0.0,1.0,8.18,8.05,66,04/21/20
Tustin,Ride,"(44.217473, -85.408322)",1429.790072,47227.3,root='Ride',230.2,358.5,2020-04-18 19:23:47+00:00,Cadillac,Michigan,US,7.34,1.51,8.85,1302.99,0.992,8.92,29.35,755,04/18/20
Cadillac Pathway,MountainBikeRide,"(44.267408, -85.376682)",1444.225768,26984.7,root='Ride',359.9,381.0,2020-04-17 18:41:48+00:00,Cadillac,Michigan,US,6.71,2.36,9.07,1347.11,0.992,9.14,16.77,1181,04/17/20
